conditions,drug,indication,type,effective,easeofuse,satisfaction
fever,"Chlorphenir-Phenylephrn-Aspirn, Diphenhydramine-Acetaminophen, Cpm-Phenyleph-Acetaminophen, Cpm-Pseudoeph-DM-Acetaminophen",On Label,OTC,2,2,5
fever,"Chlorphenir-Phenylephrn-Aspirn, Diphenhydramine-Acetaminophen, Cpm-Phenyleph-Acetaminophen, Cpm-Pseudoeph-DM-Acetaminophen",On Label,OTC,2,2,5
fever,Ibuprofen,On Label,OTC,4,3,3
fever,Indomethacin,Off Label,RX,1,4,1
fever,Doxylamine-DM-Acetaminophen,On Label,OTC,4,5,4
fever,Doxylamine-DM-Acetaminophen,On Label,OTC,4,5,4
fever,Doxylamine-DM-Acetaminophen,On Label,OTC,4,5,4
fever,Chlorpheniram-DM-Acetaminophen,On Label,OTC,3,5,2
fever,Pseudoeph-DM-GG-Acetaminophen,On Label,OTC,3,4,3
fever,Ibuprofen,On Label,OTC,4,4,4
fever,Ibuprofen,On Label,OTC,4,4,4
fever,Ibuprofen,On Label,OTC,4,4,4
fever,Acetaminophen,On Label,OTC,2,3,4
fever,Phenylephrine-DM-Acetaminophen,On Label,OTC,5,5,5
fever,Aspirin,On Label,OTC,1,1,1
fever,Aspirin,On Label,OTC,3,4,4
fever,Acetaminophen,On Label,OTC,5,4,5
fever,Pseudoephed-DM-Acetaminophen,On Label,OTC,3,3,3
fever,Naproxen Sodium,On Label,OTC,4,3,4
fever,Acetaminophen,On Label,OTC,5,5,5
fever,Phenyleph-DM-Acetamin-Guaifen,On Label,OTC,4,5,1
fever,Aspirin,On Label,RX,1,1,1
fever,Acetaminophen,On Label,OTC,4,5,5
fever,Acetaminophen,On Label,OTC,1,1,1
fever,Acetaminophen,On Label,OTC,3,3,3
fever,Doxylamine-PE-DM-Acetaminophen,On Label,OTC,5,5,5
fever,Phenyleph-DM-Acetamin-Guaifen,On Label,OTC,4,5,4
fever,Phenyleph-DM-Acetamin-Guaifen,On Label,OTC,4,5,4
fever,Phenyleph-DM-Acetamin-Guaifen,On Label,OTC,3,5,3
fever,Ibuprofen,On Label,RX,3,3,3
fever,Acetaminophen,On Label,OTC,1,1,1
fever,Pseudoephed-DM-Acetaminophen,On Label,OTC,4,5,4
fever,"Aspirin, Buffered",On Label,OTC,1,1,1
fever,Acetaminophen,On Label,OTC,5,5,5
fever,Ibuprofen,On Label,RX,4,5,2
fever,Aspirin,On Label,OTC,1,1,1
fever,Aspirin,On Label,OTC,1,1,1
fever,Pseudoephedrine-Ibuprofen,On Label,OTC,3,3,3
fever,Acetaminophen,On Label,OTC,4,4,4
fever,Aspirin,On Label,OTC,4,4,4
fever,Acetaminophen,On Label,OTC,1,3,1
fever,Ibuprofen,On Label,OTC,5,5,5
fever,Aspirin-Calcium Carbonate,On Label,OTC,5,5,5
fever,Phenylephrine-DM-Acetaminophen,On Label,OTC,5,5,5
fever,Acetaminophen,On Label,OTC,1,5,1
fever,Acetaminophen,On Label,OTC,4,5,5
fever,Aspirin,On Label,OTC,3,5,3
fever,Phenylephrine-DM-Acetaminophen,On Label,OTC,5,5,3
fever,Cpm-Pseudoeph-DM-Acetaminophen,On Label,OTC,5,5,5
fever,Phenyleph-DM-Acetamin-Guaifen,On Label,OTC,1,1,1
fever,Doxylamine-PE-DM-Acetaminophen,On Label,OTC,1,1,1
fever,"Pseudoeph-DM-GG-Acetaminophen, Cpm-Pseudoeph-DM-Acetaminophen",On Label,OTC,4,5,4
fever,"Pseudoeph-DM-GG-Acetaminophen, Chlorphen-PE-DM-Acetaminophen",On Label,OTC,3,3,4
fever,"Pseudoeph-DM-GG-Acetaminophen, Chlorphen-PE-DM-Acetaminophen",On Label,OTC,3,3,4
fever,Indomethacin,Off Label,RX,3,5,4
fever,Phenyltoloxamine-Acetaminophen,"
",RX,1,3,1
fever,Acetaminophen,On Label,OTC,4,3,5
fever,Chlorpheniramine-Acetaminophen,On Label,OTC,4,3,2
fever,"Aspirin-Acetaminophen-Caffeine, Aspirin, Phenyltoloxamine-Acetaminophen",On Label,OTC,2,2,2
fever,"Aspirin-Acetaminophen-Caffeine, Aspirin, Phenyltoloxamine-Acetaminophen",On Label,OTC,2,2,2
fever,"Aspirin-Acetaminophen-Caffeine, Aspirin, Phenyltoloxamine-Acetaminophen",On Label,OTC,2,2,2
fever,"Aspirin, Buffered",On Label,OTC,5,5,5
fever,Acetaminophen,On Label,OTC,5,5,5
fever,Phenylephrine-DM-Acetaminophen,On Label,OTC,3,5,3
fever,Doxylamin-PSE-DM-Acetaminophen,On Label,OTC,5,5,5
fever,Cpm-Pseudoeph-DM-Acetaminophen,On Label,OTC,3,5,5
fever,Phenyleph-DM-Acetamin-Guaifen,On Label,OTC,4,5,1
fever,Doxylamine-DM-Acetaminophen,On Label,OTC,5,5,5
fever,Acetaminophen-DM,On Label,OTC,2,5,3
fever,"Pseudoeph-DM-GG-Acetaminophen, Cpm-Pseudoeph-DM-Acetaminophen",On Label,OTC,3,5,3
fever,"Pseudoeph-DM-GG-Acetaminophen, Cpm-Pseudoeph-DM-Acetaminophen",On Label,OTC,3,5,3
fever,Ibuprofen,On Label,OTC,5,5,5
fever,Ibuprofen,On Label,OTC,5,5,5
fever,Ibuprofen,On Label,OTC,4,3,4
fever,Doxylamine-PE-DM-Acetaminophen,On Label,OTC,4,5,3
fever,"Pseudoephed-DM-Acetaminophen, Phenylpropanolamine-GG, Chlorpheniramine-Pseudoephed",On Label,OTC,3,3,3
fever,"Pseudoephed-DM-Acetaminophen, Phenylpropanolamine-GG, Chlorpheniramine-Pseudoephed",On Label,OTC,3,3,3
fever,"Pseudoephed-DM-Acetaminophen, Phenylpropanolamine-GG, Chlorpheniramine-Pseudoephed",On Label,OTC,3,3,3
fever,Acetaminophen,On Label,OTC,5,5,5
fever,Chlorpheniram-DM-Acetaminophen,On Label,OTC,5,5,5
fever,Doxylamine-PE-DM-Acetaminophen,On Label,OTC,5,4,4
fever,Doxylamin-PSE-DM-Acetaminophen,On Label,OTC,5,5,5
fever,Phenylephrine-DM-Acetaminophen,On Label,OTC,4,5,4
fever,Doxylam-PE-DM-Acetaminophen-GG,On Label,OTC,4,5,5
fibromyalgia,Duloxetine,On Label,RX,3.41,4.13,3.08
fibromyalgia,Pregabalin,On Label,RX,3.38,4.07,3
fibromyalgia,Amitriptyline,Off Label,RX,3.53,4.29,3.15
fibromyalgia,Cyclobenzaprine,Off Label,RX,3.6,4.31,3.34
fibromyalgia,Paroxetine Hcl,Off Label,RX,3.72,4.23,3.23
fibromyalgia,Cyclobenzaprine,Off Label,RX,3.43,4.22,3.22
fibromyalgia,Mirtazapine,Off Label,RX,3.26,4.23,2.9
fibromyalgia,Mirtazapine,Off Label,RX,3.26,4.23,2.9
fibromyalgia,Amitriptyline,Off Label,RX,3.36,4.15,3.02
fibromyalgia,Pramipexole,Off Label,RX,3.96,4.27,3.71
fibromyalgia,Paroxetine Hcl,Off Label,RX,3.36,4.24,3
fibromyalgia,Paroxetine Hcl,Off Label,RX,3.36,4.24,3
fibromyalgia,Paroxetine Hcl,Off Label,RX,3.36,4.24,3
fibromyalgia,Cyclobenzaprine,Off Label,RX,3.12,4.18,2.97
fibromyalgia,Tramadol-Acetaminophen,Off Label,RX,3.32,4.4,3.13
fibromyalgia,Tramadol-Acetaminophen,Off Label,RX,3.07,4.07,2.9
fibromyalgia,Duloxetine,On Label,RX,3.51,3.85,3.21
fibromyalgia,Duloxetine,On Label,RX,3.51,3.85,3.21
fibromyalgia,Pramipexole,Off Label,RX,4,4.27,3.81
fibromyalgia,Pramipexole,Off Label,RX,4,4.27,3.81
fibromyalgia,Amitriptyline,Off Label,RX,2.8,3.9,2.4
fibromyalgia,Mirtazapine,Off Label,RX,3.36,4,3.18
fibromyalgia,Pramipexole,Off Label,RX,4.43,4.43,4
fibromyalgia,Cyclobenzaprine,Off Label,RX,4.25,5,4
fibromyalgia,Milnacipran,On Label,RX,3.57,4.29,3.57
fibromyalgia,Duloxetine,On Label,RX,5,4,4
fibromyalgia,Amitriptyline,Off Label,RX,3,4,3
flatulence,Simethicone,On Label,OTC,3.68,4.46,3.46
flatulence,Simethicone,On Label,OTC,3.68,4.46,3.46
flatulence,Simethicone,On Label,OTC,3.68,4.46,3.46
flatulence,Simethicone,On Label,OTC,2.64,4.64,2.82
flatulence,Simethicone,On Label,OTC,2.64,4.64,2.82
flatulence,Simethicone,On Label,OTC,4.25,4.56,4
flatulence,Simethicone,On Label,OTC,4.25,4.56,4
flatulence,Simethicone,On Label,OTC,4.25,4.56,4
flatulence,Alum-Mag Hydroxide-Simeth,On Label,OTC,3,4,2
flatulence,Simethicone,On Label,OTC,4.6,4.8,4.6
flatulence,Simethicone,On Label,OTC,4.6,4.8,4.6
flatulence,"Aluminum-Magnesium Hydroxide, Calcium Carbonate-Mag Hydroxid, Calcium And Magnesium Carbonat, Calcium Carbonate, Alum-Mag Hydroxide-Simeth",On Label,OTC,4.5,4.67,4.33
flatulence,"Aluminum-Magnesium Hydroxide, Calcium Carbonate-Mag Hydroxid, Calcium And Magnesium Carbonat, Calcium Carbonate, Alum-Mag Hydroxide-Simeth",On Label,OTC,4.5,4.67,4.33
flatulence,Calcium Carbonate-Simethicone,On Label,OTC,5,5,5
flatulence,"Aluminum-Magnesium Hydroxide, Calcium Carbonate, Alum-Mag Hydroxide-Simeth",On Label,OTC,5,5,5
flatulence,"Aluminum-Magnesium Hydroxide, Calcium Carbonate, Alum-Mag Hydroxide-Simeth",On Label,OTC,5,5,5
flatulence,"Aluminum-Magnesium Hydroxide, Calcium Carbonate, Alum-Mag Hydroxide-Simeth",On Label,OTC,5,5,5
flatulence,Calcium Carbonate-Simethicone,On Label,OTC,5,5,5
flatulence,Simethicone,On Label,OTC,4.67,5,4.67
flatulence,Alum-Mag Hydroxide-Simeth,On Label,OTC,4,4,4.5
flatulence,Simethicone,On Label,OTC,2,4,2
flatulence,"Calcium Carbonate-Mag Hydroxid, Alum-Mag Hydroxide-Simeth",On Label,OTC,3,5,4
flatulence,Alum-Mag Hydroxide-Simeth,On Label,OTC,5,4,2
flatulence,Alum-Mag Hydroxide-Simeth,On Label,OTC,5,4,2
flatulence,"Calcium Carb-Mag Hydrox-Simeth, Alum-Mag Hydroxide-Simeth",On Label,OTC,5,5,5
flatulence,Alum-Mag Hydroxide-Simeth,On Label,OTC,3,5,3
flatulence,Alum-Mag Hydroxide-Simeth,On Label,OTC,5,5,5
flatulence,"Alum-Mag Hydroxide-Simeth, Calcium Carbonate-Simethicone",On Label,OTC,5,5,5
flatulence,"Alum-Mag Hydroxide-Simeth, Calcium Carbonate-Simethicone",On Label,OTC,5,5,5
flatulence,Simethicone,On Label,OTC,2,4.5,2.5
flatulence,Simethicone,On Label,OTC,3,3,3
flatulence,Simethicone,On Label,OTC,4.5,5,4
flatulence,Alum-Mag Hydroxide-Simeth,On Label,OTC,5,1,5
flatulence,Alum-Mag Hydroxide-Simeth,On Label,OTC,4,5,4
flatulence,Alum-Mag Hydroxide-Simeth,On Label,OTC,5,5,5
flatulence,"Aluminum-Magnesium Hydroxide, Aluminum Hydrox-Magnesium Carb, Dihydroxyaluminum Sod Carb, Alum-Mag Hydroxide-Simeth",On Label,OTC,3,5,3
flatulence,"Aluminum-Magnesium Hydroxide, Aluminum Hydrox-Magnesium Carb, Dihydroxyaluminum Sod Carb, Alum-Mag Hydroxide-Simeth",On Label,OTC,3,5,3
flatulence,Alum-Mag Hydroxide-Simeth,On Label,OTC,4,3,4
flatulence,Simethicone,On Label,OTC,4,5,4
flatulence,Simethicone,On Label,OTC,1,1,1
flatulence,Simethicone,On Label,OTC,5,5,5
flatulence,Simethicone,On Label,OTC,1,1,1
flatulence,Alum-Mag Hydroxide-Simeth,On Label,OTC,5,5,5
flatulence,Alum-Mag Hydroxide-Simeth,On Label,OTC,5,5,5
flatulence,Calcium Carbonate-Simethicone,On Label,OTC,5,5,5
flatulence,Simethicone,On Label,OTC,5,5,5
flatulence,Simethicone,On Label,OTC,5,5,5
flatulence,Alum-Mag Hydroxide-Simeth,On Label,OTC,1,1,1
flatulence,Simethicone,On Label,OTC,4,5,5
flatulence,Simethicone,On Label,OTC,4,5,5
flatulence,"Al Hyd-Mg Tr-Alg Ac-Sod Bicarb, Magaldrate, Aluminum-Magnesium Hydroxide, Calcium Carbonate-Mag Hydroxid, Aluminum Hydrox-Magnesium Carb, Calcium And Magnesium Carbonat, Aluminum-Magnesium-Alginate, Calcium Carbonate, Dihydroxyaluminum Sod Carb, Alum-Mag Hydroxide-Simeth",On Label,OTC,5,5,5
flatulence,"Al Hyd-Mg Tr-Alg Ac-Sod Bicarb, Magaldrate, Aluminum-Magnesium Hydroxide, Calcium Carbonate-Mag Hydroxid, Aluminum Hydrox-Magnesium Carb, Calcium And Magnesium Carbonat, Aluminum-Magnesium-Alginate, Calcium Carbonate, Dihydroxyaluminum Sod Carb, Alum-Mag Hydroxide-Simeth",On Label,OTC,5,5,5
flatulence,"Al Hyd-Mg Tr-Alg Ac-Sod Bicarb, Magaldrate, Aluminum-Magnesium Hydroxide, Calcium Carbonate-Mag Hydroxid, Aluminum Hydrox-Magnesium Carb, Calcium And Magnesium Carbonat, Aluminum-Magnesium-Alginate, Calcium Carbonate, Dihydroxyaluminum Sod Carb, Alum-Mag Hydroxide-Simeth",On Label,OTC,5,5,5
flatulence,Calcium Carbonate-Mag Hydroxid,On Label,OTC,4,4,5
flatulence,Simethicone,On Label,OTC,4,2,3
flatulence,Simethicone,On Label,OTC,4,4,4
flatulence,Alum-Mag Hydroxide-Simeth,On Label,OTC,2,1,3
flatulence,Calcium Carbonate-Simethicone,On Label,OTC,5,5,5
flatulence,Alum-Mag Hydroxide-Simeth,On Label,OTC,5,5,5
flatulence,Simethicone,On Label,OTC,5,5,5
flatulence,"Simethicone, Alpha-D-Galactosidase",On Label,"
",3,5,3
flatulence,"Simethicone, Alpha-D-Galactosidase",On Label,"
",3,5,3
flatulence,"Simethicone, Alpha-D-Galactosidase",On Label,"
",3,5,3
flatulence,"Activated Charcoal-Simethicone, Simethicone",On Label,OTC,1,1,1
flatulence,Alum-Mag Hydroxide-Simeth,On Label,OTC,1,1,1
flatulence,Alum-Mag Hydroxide-Simeth,On Label,OTC,5,4,2
flatulence,Alum-Mag Hydroxide-Simeth,On Label,OTC,5,5,5
flatulence,Simethicone,On Label,OTC,1,5,1
flatulence,"Aluminum-Magnesium-Alginate, Alum-Mag Hydroxide-Simeth",On Label,OTC,1,5,1
flatulence,"Aluminum-Magnesium Hydroxide, Alum-Mag Hydroxide-Simeth",On Label,OTC,4,4,4
flatulence,"Aluminum-Magnesium Hydroxide, Alum-Mag Hydroxide-Simeth",On Label,OTC,4,4,4
flatulence,Simethicone,On Label,OTC,3,5,3
flatulence,Simethicone,On Label,OTC,5,5,5
flatulence,Simethicone,On Label,OTC,5,5,5
flatulence,Simethicone,On Label,OTC,3,5,4
flatulence,Simethicone,On Label,OTC,5,5,5
furunculosis,"Mupirocin Calcium, Mupirocin",Off Label,RX,3.86,4.55,3.79
furunculosis,"Mupirocin Calcium, Mupirocin",Off Label,RX,3.86,4.55,3.79
furunculosis,Mupirocin,Off Label,RX,3.91,4.36,3.09
furunculosis,Mupirocin,Off Label,RX,5,5,5
furunculosis,Gentamicin,On Label,RX,4.5,5,4.5
furunculosis,Gentamicin,On Label,RX,3,5,3
furunculosis,Mupirocin,Off Label,RX,1,4,1
gastroesophageal reflux disease,Omeprazole,On Label,RX/OTC,3.78,4.18,3.22
gastroesophageal reflux disease,Omeprazole,On Label,RX/OTC,3.78,4.18,3.22
gastroesophageal reflux disease,Dexlansoprazole,On Label,RX,3.82,4.31,2.87
gastroesophageal reflux disease,Metoclopramide Hcl,On Label,RX,2.77,3.38,2.06
gastroesophageal reflux disease,Pantoprazole,Off Label,RX,3.91,4.34,3.62
gastroesophageal reflux disease,Rabeprazole,On Label,RX,4.12,4.58,3.93
gastroesophageal reflux disease,"Omeprazole, Omeprazole Magnesium",On Label,RX,4.07,4.53,3.4
gastroesophageal reflux disease,"Omeprazole, Omeprazole Magnesium",On Label,RX,4.07,4.53,3.4
gastroesophageal reflux disease,Pantoprazole,Off Label,RX,3.32,4.2,2.99
gastroesophageal reflux disease,Omeprazole Magnesium,On Label,OTC,4.01,4.4,3.16
gastroesophageal reflux disease,Lansoprazole,On Label,RX,4.3,4.65,4.08
gastroesophageal reflux disease,Omeprazole-Sodium Bicarbonate,On Label,RX,4.05,4.37,3.47
gastroesophageal reflux disease,Sucralfate,Off Label,RX,3.83,3.6,3.57
gastroesophageal reflux disease,Sucralfate,Off Label,RX,3.83,3.6,3.57
gastroesophageal reflux disease,Ranitidine Hcl,On Label,RX/OTC,4.07,4.51,3.74
gastroesophageal reflux disease,Ranitidine Hcl,On Label,RX/OTC,4.07,4.51,3.74
gastroesophageal reflux disease,Ranitidine Hcl,On Label,RX/OTC,4.07,4.51,3.74
gastroesophageal reflux disease,Ranitidine Hcl,On Label,RX/OTC,4.07,4.51,3.74
gastroesophageal reflux disease,Ranitidine Hcl,On Label,RX/OTC,4.07,4.51,3.74
gastroesophageal reflux disease,Dexlansoprazole,On Label,RX,3.83,4.47,3.38
gastroesophageal reflux disease,Metoclopramide Hcl,On Label,RX,3.3,3.74,3.17
gastroesophageal reflux disease,Sucralfate,Off Label,RX,4.14,3.54,3.89
gastroesophageal reflux disease,Sucralfate,Off Label,RX,4.14,3.54,3.89
gastroesophageal reflux disease,Ranitidine Hcl,On Label,RX/OTC,4.33,4.42,4.17
gastroesophageal reflux disease,Ranitidine Hcl,On Label,RX/OTC,4.33,4.42,4.17
gastroesophageal reflux disease,Ranitidine Hcl,On Label,RX/OTC,4.33,4.42,4.17
gastroesophageal reflux disease,Erythromycin,Off Label,RX,2.11,2.79,1.32
gastroesophageal reflux disease,Erythromycin,Off Label,RX,2.11,2.79,1.32
gastroesophageal reflux disease,Magnesium Oxide,Off Label,RX/OTC,3.37,3.83,3.27
gastroesophageal reflux disease,Lansoprazole,On Label,RX/OTC,2.91,4.05,2.5
gastroesophageal reflux disease,Lansoprazole,On Label,RX/OTC,2.91,4.05,2.5
gastroesophageal reflux disease,Famotidine,On Label,RX/OTC,3.2,4.5,3
gastroesophageal reflux disease,Famotidine,On Label,RX/OTC,3.2,4.5,3
gastroesophageal reflux disease,Famotidine,On Label,RX/OTC,3.2,4.5,3
gastroesophageal reflux disease,Omeprazole Magnesium,On Label,RX/OTC,3.77,4.23,3.54
gastroesophageal reflux disease,Omeprazole Magnesium,On Label,RX/OTC,3.77,4.23,3.54
gastroesophageal reflux disease,Omeprazole Magnesium,On Label,RX/OTC,3.77,4.23,3.54
gastroesophageal reflux disease,Esomeprazole Magnesium,On Label,RX/OTC,3.54,4.23,2.92
gastroesophageal reflux disease,Esomeprazole Magnesium,On Label,RX/OTC,3.54,4.23,2.92
gastroesophageal reflux disease,Esomeprazole Magnesium,On Label,RX/OTC,3.54,4.23,2.92
gastroesophageal reflux disease,Rabeprazole,On Label,RX,3.78,4.44,3.67
gastroesophageal reflux disease,Lansoprazole,On Label,OTC,4.63,5,4
gastroesophageal reflux disease,Omeprazole-Sodium Bicarbonate,On Label,OTC,3.55,4.27,3.55
gastroesophageal reflux disease,Famotidine,On Label,RX,3.86,4.29,3.29
gastroesophageal reflux disease,Famotidine,On Label,RX,3.86,4.29,3.29
gastroesophageal reflux disease,Famotidine-Ca Carb-Mag Hydrox,On Label,OTC,4.78,4.67,4.44
gastroesophageal reflux disease,Famotidine,On Label,OTC,4.5,4.75,4.5
gastroesophageal reflux disease,Famotidine,On Label,OTC,4.5,4.75,4.5
gastroesophageal reflux disease,Erythromycin,Off Label,RX,3.8,4,3.4
gastroesophageal reflux disease,"Al Hyd-Mg Tr-Alg Ac-Sod Bicarb, Aluminum Hydrox-Magnesium Carb, Aluminum-Magnesium-Alginate, Calcium Carbonate",Off Label,OTC,4.75,4.75,3.75
gastroesophageal reflux disease,"Al Hyd-Mg Tr-Alg Ac-Sod Bicarb, Aluminum Hydrox-Magnesium Carb, Aluminum-Magnesium-Alginate, Calcium Carbonate",Off Label,OTC,4.75,4.75,3.75
gastroesophageal reflux disease,Aluminum Hydrox-Magnesium Carb,Off Label,OTC,4.88,4.75,4.88
gastroesophageal reflux disease,Cimetidine,On Label,OTC,4.5,5,4.5
gastroesophageal reflux disease,Erythromycin Stearate,Off Label,RX,3,2.8,2.2
gastroesophageal reflux disease,Erythromycin Ethylsuccinate,Off Label,RX,3.25,2.75,3
gastroesophageal reflux disease,Lansoprazole,On Label,RX,4.33,5,4.67
gastroesophageal reflux disease,Omeprazole-Sodium Bicarbonate,On Label,RX/OTC,4.63,4.88,4.38
gastroesophageal reflux disease,Dexlansoprazole,On Label,RX,4.43,4.86,4
gastroesophageal reflux disease,Ranitidine Hcl,On Label,OTC,4.33,4.33,4.33
gastroesophageal reflux disease,Nizatidine,On Label,RX,5,5,5
gastroesophageal reflux disease,Ranitidine Hcl,On Label,RX,4.2,5,3.8
gastroesophageal reflux disease,Esomeprazole Magnesium,On Label,RX,4.33,4.67,3.67
gastroesophageal reflux disease,"Aluminum-Magnesium Hydroxide, Calcium Carbonate-Mag Hydroxid, Calcium And Magnesium Carbonat, Calcium Carbonate, Alum-Mag Hydroxide-Simeth",Off Label,OTC,4.5,4.67,4.33
gastroesophageal reflux disease,"Aluminum-Magnesium Hydroxide, Calcium Carbonate-Mag Hydroxid, Calcium And Magnesium Carbonat, Calcium Carbonate, Alum-Mag Hydroxide-Simeth",Off Label,OTC,4.5,4.67,4.33
gastroesophageal reflux disease,Magnesium Hydroxide,On Label,OTC,4,5,4.25
gastroesophageal reflux disease,Metoclopramide Hcl,On Label,RX,4,4.67,3.33
gastroesophageal reflux disease,"Calcium Carbonate-Mag Hydroxid, Dihydroxyaluminum Sod Carb",Off Label,OTC,4.33,5,4.67
gastroesophageal reflux disease,"Aluminum-Magnesium Hydroxide, Calcium Carbonate, Alum-Mag Hydroxide-Simeth",Off Label,OTC,5,5,5
gastroesophageal reflux disease,"Aluminum-Magnesium Hydroxide, Calcium Carbonate, Alum-Mag Hydroxide-Simeth",Off Label,OTC,5,5,5
gastroesophageal reflux disease,"Aluminum-Magnesium Hydroxide, Calcium Carbonate, Alum-Mag Hydroxide-Simeth",Off Label,OTC,5,5,5
gastroesophageal reflux disease,Magnesium Hydroxide,On Label,OTC,4.5,4.5,4.5
gastroesophageal reflux disease,Esomeprazole Magnesium,On Label,OTC,3.33,3.67,3
gastroesophageal reflux disease,Esomeprazole Magnesium,On Label,OTC,3.33,3.67,3
gastroesophageal reflux disease,Ranitidine Hcl,On Label,OTC,5,5,5
gastroesophageal reflux disease,Ranitidine Hcl,On Label,OTC,5,5,5
gastroesophageal reflux disease,Metoclopramide Hcl,On Label,RX,3.67,4.67,3.33
gastroesophageal reflux disease,Pantoprazole,On Label,RX,5,5,5
gastroesophageal reflux disease,Ranitidine Hcl,On Label,RX,3,3,2.5
gastroesophageal reflux disease,Erythromycin Stearate,Off Label,RX,5,4,5
gastroesophageal reflux disease,Famotidine,On Label,OTC,5,5,5
gastroesophageal reflux disease,Famotidine,On Label,OTC,5,5,5
gastroesophageal reflux disease,Ranitidine Hcl,On Label,OTC,3,4,3
gastroesophageal reflux disease,Ranitidine Hcl,On Label,OTC,3,4,3
gastroesophageal reflux disease,Nizatidine,On Label,RX,3,4,3
gastroesophageal reflux disease,Erythromycin Ethylsuccinate,Off Label,RX,1,1,1
gastroesophageal reflux disease,Pantoprazole,On Label,RX,5,5,5
gastroesophageal reflux disease,Famotidine,On Label,OTC,5,5,5
gastroesophageal reflux disease,Famotidine,On Label,OTC,5,5,5
gastroesophageal reflux disease,Famotidine-Ca Carb-Mag Hydrox,On Label,OTC,5,5,5
gastroesophageal reflux disease,Alum-Mag Hydroxide-Simeth,Off Label,OTC,5,4,2
gastroesophageal reflux disease,Alum-Mag Hydroxide-Simeth,Off Label,OTC,5,4,2
gastroesophageal reflux disease,Aluminum Hydroxide Gel,Off Label,OTC,5,5,5
gastroesophageal reflux disease,Magnesium Hydroxide,On Label,OTC,4,4,4
gastroesophageal reflux disease,Esomeprazole Strontium,On Label,RX,3,3,3
gastroesophageal reflux disease,Famotidine-Ca Carb-Mag Hydrox,On Label,OTC,4,4,4
gastroesophageal reflux disease,Ranitidine Hcl,On Label,RX,2,4,1.5
gastroesophageal reflux disease,Erythromycin Ethylsuccinate,Off Label,RX,4,4,4
gastroesophageal reflux disease,Erythromycin Ethylsuccinate,Off Label,RX,4,4,4
gastroesophageal reflux disease,Ranitidine Hcl,On Label,OTC,1,3,1
gastroesophageal reflux disease,Erythromycin,Off Label,RX,5,2,4
gastroesophageal reflux disease,Famotidine-Ca Carb-Mag Hydrox,On Label,OTC,2,5,2
gastroesophageal reflux disease,Al Hyd-Mg Tr-Alg Ac-Sod Bicarb,Off Label,OTC,3,3,1
gastroesophageal reflux disease,Aluminum Hydroxide Gel,Off Label,OTC,5,5,5
gastroesophageal reflux disease,"Al Hyd-Mg Tr-Alg Ac-Sod Bicarb, Aluminum Hydrox-Magnesium Carb, Aluminum-Magnesium-Alginate",Off Label,OTC,2,2,2
gastroesophageal reflux disease,Aluminum Hydrox-Magnesium Carb,Off Label,OTC,1,1,1
gastroesophageal reflux disease,"Al Hyd-Mg Tr-Alg Ac-Sod Bicarb, Magaldrate, Aluminum-Magnesium Hydroxide, Calcium Carbonate-Mag Hydroxid, Aluminum Hydrox-Magnesium Carb, Calcium And Magnesium Carbonat, Aluminum-Magnesium-Alginate, Calcium Carbonate, Dihydroxyaluminum Sod Carb, Alum-Mag Hydroxide-Simeth",Off Label,OTC,5,5,5
gastroesophageal reflux disease,"Al Hyd-Mg Tr-Alg Ac-Sod Bicarb, Magaldrate, Aluminum-Magnesium Hydroxide, Calcium Carbonate-Mag Hydroxid, Aluminum Hydrox-Magnesium Carb, Calcium And Magnesium Carbonat, Aluminum-Magnesium-Alginate, Calcium Carbonate, Dihydroxyaluminum Sod Carb, Alum-Mag Hydroxide-Simeth",Off Label,OTC,5,5,5
gastroesophageal reflux disease,"Al Hyd-Mg Tr-Alg Ac-Sod Bicarb, Magaldrate, Aluminum-Magnesium Hydroxide, Calcium Carbonate-Mag Hydroxid, Aluminum Hydrox-Magnesium Carb, Calcium And Magnesium Carbonat, Aluminum-Magnesium-Alginate, Calcium Carbonate, Dihydroxyaluminum Sod Carb, Alum-Mag Hydroxide-Simeth",Off Label,OTC,5,5,5
gastroesophageal reflux disease,Magaldrate,Off Label,OTC,5,5,5
gastroesophageal reflux disease,Erythromycin Stearate,Off Label,RX,4,4,4
gastroesophageal reflux disease,Famotidine,On Label,OTC,3,5,3
gastroesophageal reflux disease,Famotidine,On Label,OTC,3,5,3
gastroesophageal reflux disease,"Aluminum-Magnesium Hydroxide, Aluminum Hydrox-Magnesium Carb, Dihydroxyaluminum Sod Carb, Alum-Mag Hydroxide-Simeth",Off Label,OTC,3,5,3
gastroesophageal reflux disease,"Aluminum-Magnesium Hydroxide, Aluminum Hydrox-Magnesium Carb, Dihydroxyaluminum Sod Carb, Alum-Mag Hydroxide-Simeth",Off Label,OTC,3,5,3
gastroesophageal reflux disease,Magnesium Hydroxide,Off Label,OTC,4,4,4
gastroesophageal reflux disease,Al Hyd-Mg Tr-Alg Ac-Sod Bicarb,Off Label,OTC,1,1,1
gastroesophageal reflux disease,Aluminum Hydrox-Magnesium Carb,Off Label,OTC,1,1,1
gastroesophageal reflux disease,Cimetidine Hcl,On Label,RX,5,5,5
gastroesophageal reflux disease,Lansoprazole,On Label,OTC,5,5,5
gastroesophageal reflux disease,"Aluminum-Magnesium Hydroxide, Alum-Mag Hydroxide-Simeth",Off Label,OTC,4,4,4
